input,output,label
"A U.N. official in Baghdad said the KDP , backed by Iraqi tanks , heavy artillery and helicopters had taken control of the main northern Iraqi city of Arbil after fighting on Saturday .","[{""text"": ""##rbil"", ""type"": ""LOC""}, {""text"": ""A"", ""type"": ""LOC""}, {""text"": ""Baghdad"", ""type"": ""LOC""}, {""text"": ""Iraqi"", ""type"": ""MISC""}, {""text"": ""Iraqi"", ""type"": ""MISC""}, {""text"": ""KDP"", ""type"": ""ORG""}, {""text"": ""U. N"", ""type"": ""ORG""}]",0
BERLIN 1996-08-30,"[{""text"": ""##ERLIN"", ""type"": ""LOC""}, {""text"": ""B"", ""type"": ""LOC""}]",0
The hijackers threatened to blow it up during a refuelling stop in Cyprus unless they were taken to London .,"[{""text"": ""Cyprus"", ""type"": ""LOC""}, {""text"": ""London"", ""type"": ""LOC""}]",1
"A spokesman said he could substantially confirm a report in the news weekly Der Spiegel , which said Iranian secret police burst in while attache Jens Gust was entertaining six Iranian writers and their wives .","[{""text"": ""Iranian"", ""type"": ""MISC""}, {""text"": ""Iranian"", ""type"": ""MISC""}, {""text"": ""Der Spiegel"", ""type"": ""ORG""}, {""text"": ""##s Gust"", ""type"": ""PER""}, {""text"": ""Jen"", ""type"": ""PER""}]",0
"9. Mauricio Gugelmin ( Brazil ) , Reynard Ford Cosworth , 54.762","[{""text"": ""Brazil"", ""type"": ""LOC""}, {""text"": ""##sworth"", ""type"": ""MISC""}, {""text"": ""##cio Gugelmin"", ""type"": ""PER""}, {""text"": ""##nard Ford Co"", ""type"": ""PER""}, {""text"": ""##uri"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Ma"", ""type"": ""PER""}, {""text"": ""Rey"", ""type"": ""PER""}]",0
( fastest eight to quarter finals ) :,[],1
Brentford 4 3 1 0 9 3 10,"[{""text"": ""Brentford"", ""type"": ""ORG""}]",1
"Zycie Warszawy said the new , open consortium , which also included several listed Polish firms , would on Monday inform Privatisation Minister Wieslaw Kaczmarek of its plans .","[{""text"": ""Polish"", ""type"": ""MISC""}, {""text"": ""##ycie"", ""type"": ""ORG""}, {""text"": ""##zawy"", ""type"": ""ORG""}, {""text"": ""##ieslaw Kaczmarek"", ""type"": ""PER""}, {""text"": ""W"", ""type"": ""PER""}, {""text"": ""Wars"", ""type"": ""PER""}, {""text"": ""Z"", ""type"": ""PER""}]",0
"Department officials said July 's slight gain in incomes was the weakest for any month since January , when they were flat .",[],1
"Descriptions of the couple 's car released to Dutch media led to their arrest , she added .","[{""text"": ""Dutch"", ""type"": ""MISC""}]",1
"6. Paul Tracy ( Canada ) , Penske Mercedes-Benz , 54.620","[{""text"": ""Canada"", ""type"": ""LOC""}, {""text"": ""Penske Mercedes - Benz"", ""type"": ""ORG""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Paul Tracy"", ""type"": ""PER""}]",0
Men 's 200 metres,[],1
"Two people were killed when a hand grenade exploded in a restaurant near Algiers late on Friday , Algerian radio reported on Saturday .","[{""text"": ""Algiers"", ""type"": ""LOC""}, {""text"": ""Algerian"", ""type"": ""MISC""}]",1
Zemun 4 1 2 1 3 3 5,"[{""text"": ""Zemun"", ""type"": ""ORG""}]",1
But Bruno lost the title on his first defence when he fought American Tyson in Las Vegas .,"[{""text"": ""Las Vegas"", ""type"": ""LOC""}, {""text"": ""American"", ""type"": ""MISC""}, {""text"": ""Bruno"", ""type"": ""PER""}, {""text"": ""Tyson"", ""type"": ""PER""}]",1
SAN FRANCISCO AT NEW YORK,"[{""text"": ""NEW YORK"", ""type"": ""LOC""}, {""text"": ""SAN FRANCISCO"", ""type"": ""ORG""}]",1
"TOFTIR , Faroe Islands 1996-08-31","[{""text"": ""Faroe Islands"", ""type"": ""LOC""}, {""text"": ""TOFTIR"", ""type"": ""LOC""}]",1
The officials said the attackers had seized two Kalashnikov assault rifles and disappeared .,"[{""text"": ""##lashnikov"", ""type"": ""MISC""}, {""text"": ""Ka"", ""type"": ""MISC""}]",0
It has investments in several industrial joint ventures in China .,"[{""text"": ""China"", ""type"": ""LOC""}]",1
England face Moldova in a World Cup qualifier in the same stadium on Sunday .,"[{""text"": ""England"", ""type"": ""LOC""}, {""text"": ""Moldova"", ""type"": ""LOC""}, {""text"": ""World Cup"", ""type"": ""MISC""}]",1
2. Samuel Matete ( Zambia ) 48.34,"[{""text"": ""Zambia"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Samuel Matete"", ""type"": ""PER""}]",0
Czech Republic at Germany,"[{""text"": ""Czech Republic"", ""type"": ""LOC""}, {""text"": ""Germany"", ""type"": ""LOC""}]",1
Alba ( Germany ) 75 Red Star ( Yugoslavia ) 70 ( 42-41 ),"[{""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""Yugoslavia"", ""type"": ""LOC""}, {""text"": ""Alba"", ""type"": ""ORG""}, {""text"": ""Red Star"", ""type"": ""ORG""}]",1
Roberto Chiappa ( Italy ) beat Frederic Magne ( France ) 2-0,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Italy"", ""type"": ""LOC""}, {""text"": ""Frederic Magne"", ""type"": ""PER""}, {""text"": ""Roberto Chiappa"", ""type"": ""PER""}]",1
"( Nigeria ) , Davidson Ezinwa ( Nigeria ) 38.87","[{""text"": ""Nigeria"", ""type"": ""LOC""}, {""text"": ""Nigeria"", ""type"": ""LOC""}, {""text"": ""Davidson Ezinwa"", ""type"": ""PER""}]",1
Men 's 400 metres hurdles,[],1
Los Angeles 7 PHILADELPHIA 6 ( in 12 ),"[{""text"": ""##HILADELPHIA"", ""type"": ""ORG""}, {""text"": ""Los Angeles"", ""type"": ""ORG""}, {""text"": ""P"", ""type"": ""ORG""}]",0
Azerbaijan beat Switzerland 1-0 ( halftime 1-0 ) in their World Cup soccer European group three qualifying match on Saturday .,"[{""text"": ""Azerbaijan"", ""type"": ""LOC""}, {""text"": ""Switzerland"", ""type"": ""LOC""}, {""text"": ""European"", ""type"": ""MISC""}, {""text"": ""World Cup"", ""type"": ""MISC""}]",1
"The U.S. ambassador to the United Nations , Madeleine Albright , arrived in Chile late Friday for talks on various Security Council issues with Chilean officials as part of a five-nation Latin American tour .","[{""text"": ""Chile"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Chilean"", ""type"": ""MISC""}, {""text"": ""Latin American"", ""type"": ""MISC""}, {""text"": ""Security Council"", ""type"": ""ORG""}, {""text"": ""United Nations"", ""type"": ""ORG""}, {""text"": ""Madeleine Albright"", ""type"": ""PER""}]",0
"This allowed Djorkaeff to play further up and his cross from the right fell for Ouedec , who has joined Espanyol of Barcelona from Nantes since missing the European championship finals through injury , to score after a mistake by midfielder Joaquin del Olmo .","[{""text"": ""European"", ""type"": ""MISC""}, {""text"": ""Barcelona"", ""type"": ""ORG""}, {""text"": ""Espanyol"", ""type"": ""ORG""}, {""text"": ""Nantes"", ""type"": ""ORG""}, {""text"": ""Djorkaef"", ""type"": ""PER""}, {""text"": ""Joaquin del Olmo"", ""type"": ""PER""}, {""text"": ""Ouedec"", ""type"": ""PER""}]",0
7. Pauline Konga ( Kenya ) 15:09.74,"[{""text"": ""Kenya"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Pauline Konga"", ""type"": ""PER""}]",0
Division one,[],1
""" We hope for the best , that it really has ended so we can live in peace .",[],1
Philippine president Fidel Ramos expressed gratitude to Indonesian president Suharto and the Organisation of Islamic Conference ( OIC ) on Saturday for supporting talks that ended a conflict with local Moslem rebels .,"[{""text"": ""Philippine"", ""type"": ""LOC""}, {""text"": ""Indonesian"", ""type"": ""MISC""}, {""text"": ""Moslem"", ""type"": ""MISC""}, {""text"": ""OIC"", ""type"": ""ORG""}, {""text"": ""Organisation of Islamic Conference"", ""type"": ""ORG""}, {""text"": ""##del Ramos"", ""type"": ""PER""}, {""text"": ""Fi"", ""type"": ""PER""}, {""text"": ""Suharto"", ""type"": ""PER""}]",0
World sprint championship quarter finals ( best of three,[],1
"Six months to August 20 , 1996",[],1
said on Friday .,[],1
"Jacquet , beginning the 22-month countdown to France 's hosting of the World Cup finals , said : "" We have an identity ( as a team ) which we are going to work on . ""","[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""World Cup"", ""type"": ""MISC""}, {""text"": ""##ac"", ""type"": ""PER""}, {""text"": ""##quet"", ""type"": ""PER""}, {""text"": ""J"", ""type"": ""PER""}]",0
Twilight zone for Wall Street as political race heats up .,"[{""text"": ""Wall Street"", ""type"": ""LOC""}]",1
"Wang , 45 , was sentenced last month to one year 's "" re-education by labour "" but was released because of ill-health .","[{""text"": ""Wang"", ""type"": ""PER""}]",1
Samsung 49 5 57 .464 14 1/2,"[{""text"": ""Samsung"", ""type"": ""ORG""}]",1
Clinton proposes an $ 8.4 billion re-election agenda that would spare most home-sellers from capital gains taxes and give employers tax incentives to hire people off the welfare rolls .,"[{""text"": ""Clinton"", ""type"": ""PER""}]",1
Swansea 4 1 0 3 4 9 3,"[{""text"": ""Swansea"", ""type"": ""ORG""}]",1
"For the week , it was down 106.53 points .",[],1
"We have also found and arrested her aunt and companion , "" said a spokeswoman of the Dutch criminal investigation service .","[{""text"": ""Dutch"", ""type"": ""MISC""}]",1
The top four on the PGA Tour money list all skipped the tournament .,"[{""text"": ""PGA Tour"", ""type"": ""MISC""}]",1
"Note - Lotte and Hyundai , Haitai and Samsung played two games .","[{""text"": ""Haitai"", ""type"": ""ORG""}, {""text"": ""Hyundai"", ""type"": ""ORG""}, {""text"": ""Lotte"", ""type"": ""ORG""}, {""text"": ""Samsung"", ""type"": ""ORG""}]",1
Cambridge United 4 1 2 1 3 4 5,"[{""text"": ""Cambridge United"", ""type"": ""ORG""}]",1
Bryan Gorman,"[{""text"": ""Bryan Gorman"", ""type"": ""PER""}]",1
"8. Andre Ribeiro ( Brazil ) , Lola Honda , 54.750","[{""text"": ""Brazil"", ""type"": ""LOC""}, {""text"": ""Lola Honda"", ""type"": ""ORG""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Andre Ribeiro"", ""type"": ""PER""}]",0
France beat Mexico 2-0 ( halftime 0-0 ) in a friendly soccer international on Saturday .,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Mexico"", ""type"": ""LOC""}]",1
Current 818 million 979 million 882 million,[],1
Clyde 0 Queen of South 2,"[{""text"": ""Clyde"", ""type"": ""ORG""}, {""text"": ""Queen of South"", ""type"": ""ORG""}]",1
7. Luca Pavanello ( Italy ) Aki 11,"[{""text"": ""Italy"", ""type"": ""LOC""}, {""text"": ""##ki"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""A"", ""type"": ""PER""}, {""text"": ""Luca Pavanello"", ""type"": ""PER""}]",0
Hyundai 6 Lotte 5,"[{""text"": ""Hyundai"", ""type"": ""ORG""}, {""text"": ""Lotte"", ""type"": ""ORG""}]",1
Division two,[],1
Spain at Belgium,"[{""text"": ""Belgium"", ""type"": ""LOC""}, {""text"": ""Spain"", ""type"": ""LOC""}]",1
U. Chandana not out 14,"[{""text"": "". Chandana"", ""type"": ""PER""}, {""text"": ""U"", ""type"": ""PER""}]",0
""" I 'm always being realistic , "" said Edberg . ""","[{""text"": ""Edberg"", ""type"": ""PER""}]",1
"The worldwide rig count fell by one to 554 out of a total fleet of 608 , making the utilization rate 91.1 percent .",[],1
NOUAKCHOTT 1996-08-31,"[{""text"": ""##UAKCHOTT"", ""type"": ""LOC""}, {""text"": ""NO"", ""type"": ""LOC""}]",0
"If he loses Saturday , it could devalue his position as one of the world 's great boxers , "" Panamanian Boxing Association President Ramon Manzanares said .","[{""text"": ""Panamanian Boxing Association"", ""type"": ""ORG""}, {""text"": ""Ramon Manzanares"", ""type"": ""PER""}]",0
Guy Forget ( France ) beat 17 - Felix Mantilla ( Spain ) 6-4 7-5 6-3,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Spain"", ""type"": ""LOC""}, {""text"": ""Felix Mantilla"", ""type"": ""PER""}, {""text"": ""Guy Forget"", ""type"": ""PER""}]",1
Final overall placings ( after six stages ) :,[],1
"Chesterfield : Worcestershire 238 and 133-5 , Derbyshire 471 ( J. Adams 123 , T.O'Gorman 109 not out , K. Barnett 87 ; T. Moody 6-82 )","[{""text"": ""Chesterfield"", ""type"": ""LOC""}, {""text"": ""Derbyshire"", ""type"": ""ORG""}, {""text"": ""Worcestershire"", ""type"": ""ORG""}, {""text"": "". Adams"", ""type"": ""PER""}, {""text"": "". Barnett"", ""type"": ""PER""}, {""text"": "". Moody"", ""type"": ""PER""}, {""text"": "". O ' Gorman"", ""type"": ""PER""}, {""text"": ""J"", ""type"": ""PER""}, {""text"": ""K"", ""type"": ""PER""}, {""text"": ""T"", ""type"": ""PER""}, {""text"": ""T"", ""type"": ""PER""}]",0
"Belgrade 's main airport Aerodrom Beograd will be closed to traffic for runway maintenance and modernization from September 21 to 26 , the Yugoslav news agency Tanjug reported late on Friday .","[{""text"": ""Belgrade"", ""type"": ""LOC""}, {""text"": ""Yugoslav"", ""type"": ""MISC""}, {""text"": ""Aerodrom Beograd"", ""type"": ""ORG""}, {""text"": ""Tanjug"", ""type"": ""ORG""}]",0
He is striving for his fourth career PGA Tour victory and first since the 1993 BellSouth Classic .,"[{""text"": ""BellSouth Classic"", ""type"": ""MISC""}, {""text"": ""PGA Tour"", ""type"": ""MISC""}]",0
""" The RDR appeals to all refugees to prepare themselves calmly for the demands of the census agents because it will be in their ultimate interest , "" the group said in a statement .","[{""text"": ""RDR"", ""type"": ""ORG""}]",1
June 28-30 v Hampshire ( three days ),"[{""text"": ""Hampshire"", ""type"": ""ORG""}]",1
Fire department officials said they were investigating the cause of the blast and searching for any more casualties .,[],1
The loss was Boston 's seventh in its last 29 games .,"[{""text"": ""Boston"", ""type"": ""ORG""}]",1
"May 25 Third one-day international ( at Lord 's , London )","[{""text"": ""London"", ""type"": ""LOC""}, {""text"": ""Lord ' s"", ""type"": ""LOC""}]",0
7. Tom Nyariki ( Kenya ) 13:20.12,"[{""text"": ""Kenya"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Tom Nyariki"", ""type"": ""PER""}]",0
Officials did not immediately identify the victims .,[],1
Women 's 400 metres,[],1
Ssangbangwool 2 Hyundai 1,"[{""text"": ""Hyundai"", ""type"": ""ORG""}, {""text"": ""Ssangbangwool"", ""type"": ""ORG""}]",1
"I will remember it for the rest of my life , "" said Stig Onarheim .","[{""text"": ""##ig Onarheim"", ""type"": ""PER""}, {""text"": ""St"", ""type"": ""PER""}]",0
A.de Silva not out 83,"[{""text"": "". de Silva"", ""type"": ""PER""}, {""text"": ""A"", ""type"": ""PER""}]",0
The formal signing of the peace agreement is scheduled on Monday in Manila .,"[{""text"": ""Manila"", ""type"": ""LOC""}]",1
""" This lack of rule of law is an indication that the authorities are not interested in fair play , "" she said . """,[],1
Mike Oquist allowed one Montreal hit in the ninth .,"[{""text"": ""Montreal"", ""type"": ""ORG""}, {""text"": ""Mike Oquist"", ""type"": ""PER""}]",0
Carlisle 4 2 1 1 2 1 7,"[{""text"": ""Carlisle"", ""type"": ""ORG""}]",1
LG 46 5 59 .441 17,"[{""text"": ""LG"", ""type"": ""ORG""}]",1
Baseball games played on Thursday ( home team in CAPS ) :,[],1
"May 22 First one-day international ( at Headingley ,","[{""text"": ""Headingley"", ""type"": ""LOC""}]",1
"A bomb explosion in a restaurant west of Algiers on Friday killed seven people , an Algerian newspaper said on Saturday .","[{""text"": ""Algiers"", ""type"": ""LOC""}, {""text"": ""Algerian"", ""type"": ""MISC""}]",1
ISSUER : Bay Co Building Authority ST : MI,"[{""text"": ""MI"", ""type"": ""LOC""}, {""text"": ""Bay Co Building Authority"", ""type"": ""ORG""}]",1
ISTANBUL 1996-08-31,"[{""text"": ""ISTANBUL"", ""type"": ""LOC""}]",1
"Cofinec CEO Stephen Frater told reporters in a conference call from Vienna on Friday before the opening of the bourse that he expects a stronger second half , although the group will not be able to achieve its annual profit goal .","[{""text"": ""Vienna"", ""type"": ""LOC""}, {""text"": ""Cofinec"", ""type"": ""ORG""}, {""text"": ""Stephen Frater"", ""type"": ""PER""}]",1
Cukaricki 4 2 0 2 6 6 6,"[{""text"": ""Cukaricki"", ""type"": ""ORG""}]",1
Cunningham has already been signed as a broadcaster .,"[{""text"": ""Cunningham"", ""type"": ""PER""}]",1
Quigley ( USA ) 3:42.852,"[{""text"": ""USA"", ""type"": ""LOC""}, {""text"": ""##uigley"", ""type"": ""PER""}, {""text"": ""Q"", ""type"": ""PER""}]",0
BALTIMORE AT SEATTLE,"[{""text"": ""SEATTLE"", ""type"": ""LOC""}, {""text"": ""BALTIMORE"", ""type"": ""ORG""}]",1
""" China is going through this power transition period .","[{""text"": ""China"", ""type"": ""LOC""}]",1
overs cricket match in the Singer world series tournament on,"[{""text"": ""Singer"", ""type"": ""MISC""}]",1
W D L PCT GB,[],1
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture , and it also showed another example of Pirelli exporting its technical know-how to developing markets .","[{""text"": ""Chinese"", ""type"": ""MISC""}, {""text"": ""Pirelli"", ""type"": ""ORG""}, {""text"": ""Pirelli"", ""type"": ""ORG""}]",1
"Standings after games played on Friday ( tabulate under won , drawn , lost , winning percentage , games behind first place )",[],1
"The Palestinian letter from Marwan Jilani said the destruction of the Jerusalem centre was an effort by Israel to "" alter the character , demographic composition and status of the Holy City of Jerusalem "" and violated agreements between Israel and the Palestinian Liberation Organisation .","[{""text"": ""Holy City of Jerusalem"", ""type"": ""LOC""}, {""text"": ""Israel"", ""type"": ""LOC""}, {""text"": ""Israel"", ""type"": ""LOC""}, {""text"": ""Jerusalem"", ""type"": ""LOC""}, {""text"": ""Palestinian"", ""type"": ""MISC""}, {""text"": ""Palestinian Liberation Organisation"", ""type"": ""ORG""}, {""text"": ""##wan Jilani"", ""type"": ""PER""}, {""text"": ""Mar"", ""type"": ""PER""}]",0
"A second-round choice in 1985 , Cunningham completed 1,874-of-3,362 passes ( 55.7 percent ) for 22,877 yards and 150 touchdowns .","[{""text"": ""Cunningham"", ""type"": ""PER""}]",1
Bridgend 13 Llanelli 9,"[{""text"": ""Bridgend"", ""type"": ""ORG""}, {""text"": ""Llanelli"", ""type"": ""ORG""}]",1
2. Lance Armstrong ( U.S. ) Motorola 2 seconds behind,"[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Motorola"", ""type"": ""ORG""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Lance Armstrong"", ""type"": ""PER""}]",0
Dumbarton 3 0 2 1 3 4 2,"[{""text"": ""Dumbarton"", ""type"": ""ORG""}]",1
Lukashenko responded by cracking down on the nationalist opposition and jailing nearly 200 people for taking part in demonstrations against the pact .,"[{""text"": ""##ko"", ""type"": ""PER""}, {""text"": ""Lukashen"", ""type"": ""PER""}]",0
Cowdenbeath 3 2 0 1 4 3 6,"[{""text"": ""Cowdenbeath"", ""type"": ""ORG""}]",1
CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES .,"[{""text"": ""##H COUNTY CHAM"", ""type"": ""MISC""}, {""text"": ""##IS"", ""type"": ""MISC""}, {""text"": ""##NG"", ""type"": ""MISC""}, {""text"": ""##ON"", ""type"": ""MISC""}, {""text"": ""E"", ""type"": ""MISC""}]",0
3. Florian Schwarthoff ( Germany ) 13.36,"[{""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""##ian Schwarthoff"", ""type"": ""PER""}, {""text"": ""##lor"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""F"", ""type"": ""PER""}]",0
Results of South Korean pro-baseball games played on Friday .,"[{""text"": ""South Korean"", ""type"": ""MISC""}]",1
Italian tyre and cables giant Pirelli on Friday announced its long-awaited move into China with a cables joint venture set to capitalise on the rapidly-growing Chinese telecommunications market .,"[{""text"": ""China"", ""type"": ""LOC""}, {""text"": ""Chinese"", ""type"": ""MISC""}, {""text"": ""Italian"", ""type"": ""MISC""}, {""text"": ""Pirelli"", ""type"": ""ORG""}]",1
Hyundai 57 5 49 .536 6 1/2,"[{""text"": ""Hyundai"", ""type"": ""ORG""}]",1
Olympic champion Kenny Harrison and world record holder Jonathan Edwards will both take part in a triple jump competition at the Solidarity Meeting for Sarajevo on September 9 .,"[{""text"": ""Sarajevo"", ""type"": ""LOC""}, {""text"": ""Olympic"", ""type"": ""MISC""}, {""text"": ""Solidarity Meeting"", ""type"": ""MISC""}, {""text"": ""Jonathan Edwards"", ""type"": ""PER""}, {""text"": ""Kenny Harrison"", ""type"": ""PER""}]",0
"He said that the bond market would be the first to react if the "" bidding "" intensifies and stocks would quickly drop as interest rates rise .",[],1
May 17 v Northampton,"[{""text"": ""Northampton"", ""type"": ""ORG""}]",1
3. Vasily Kaptyukh ( Belarus ) 66.24,"[{""text"": ""Belarus"", ""type"": ""LOC""}, {""text"": ""##asily Kaptyukh"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""V"", ""type"": ""PER""}]",0
"Attendance - 18,661",[],1
BONN 1996-08-31,"[{""text"": ""##ONN"", ""type"": ""LOC""}, {""text"": ""B"", ""type"": ""LOC""}]",0
""" Those issues are not going to go away by repression .",[],1
Torquay 4 2 1 1 5 3 7,"[{""text"": ""Torquay"", ""type"": ""ORG""}]",1
"UEFA came down heavily on Belgian club Standard Liege on Friday for "" disgraceful behaviour "" in an Intertoto final match against Karlsruhe of Germany .","[{""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""##toto"", ""type"": ""MISC""}, {""text"": ""Belgian"", ""type"": ""MISC""}, {""text"": ""Inter"", ""type"": ""ORG""}, {""text"": ""Karlsruhe"", ""type"": ""ORG""}, {""text"": ""Standard Liege"", ""type"": ""ORG""}, {""text"": ""UEFA"", ""type"": ""ORG""}]",0
NEW YORK 1996-08-30,"[{""text"": ""NEW YORK"", ""type"": ""LOC""}]",1
7. Claus Hirsbro ( Denmark ) 20.90,"[{""text"": ""Denmark"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Claus Hirsbro"", ""type"": ""PER""}]",0
U.N. Ambassador Albright arrives in Chile .,"[{""text"": ""Chile"", ""type"": ""LOC""}, {""text"": ""U. N"", ""type"": ""ORG""}, {""text"": ""Albright"", ""type"": ""PER""}]",0
"Benard , hitting .467 ( 14-for-30 ) against the Mets this season , hit his first pitch from Pete Harnisch ( 8-10 ) in the seventh over the right-field fence to put the Giants up 4-2 .","[{""text"": ""Giants"", ""type"": ""ORG""}, {""text"": ""Mets"", ""type"": ""ORG""}, {""text"": ""Benard"", ""type"": ""PER""}, {""text"": ""Pete Harnisch"", ""type"": ""PER""}]",1
Red Star 4 4 0 0 9 3 12,"[{""text"": ""Red Star"", ""type"": ""ORG""}]",1
"After a search of the aircraft following the hijackers ' surrender , police found only knives and fake explosives .",[],1
SOCCER - BARATELLI TO COACH NICE .,"[{""text"": ""BARATELL"", ""type"": ""ORG""}]",0
"Hong Kong Financial Secretary Donald Tsang said on Friday that the territory had the "" infrastructural hardware "" to make a success of its future under Chinese sovereignty from mid-1997 .","[{""text"": ""Hong Kong"", ""type"": ""LOC""}, {""text"": ""Chinese"", ""type"": ""MISC""}, {""text"": ""Donald Tsang"", ""type"": ""PER""}]",1
7 Jane Quigley ( U.S. ) 3:46.493,"[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Jane Quigley"", ""type"": ""PER""}]",0
"Edberg lost his own serve twice , but he rallied for three breaks of his own , the last to wrap up the set .","[{""text"": ""Edberg"", ""type"": ""PER""}]",1
"Cofinec 's Global Depositary Receipts ( GDRs ) opened at 5,200 forints on the BSE , down 600 from Thursday 's close , following the release of its first half results this morning .","[{""text"": ""BSE"", ""type"": ""MISC""}, {""text"": ""Cofinec"", ""type"": ""ORG""}]",1
Public prosecutors said they had found a list of children 's names and ages at the couple 's flat .,[],1
MILWAUKEE 64 71 .474 17,"[{""text"": ""MILWAUKEE"", ""type"": ""ORG""}]",1
6. Xiomara Rivero ( Cuba ) 61.94,"[{""text"": ""Cuba"", ""type"": ""LOC""}, {""text"": ""##ra Rivero"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Xioma"", ""type"": ""PER""}]",0
"Marc Degryse had opened the scoring for Belgium after 13 minutes , whacking a low 10-metre drive into the net after an incisive pass by defender Dirk Medved from the edge of the penalty area .","[{""text"": ""Belgium"", ""type"": ""LOC""}, {""text"": ""Dirk Medved"", ""type"": ""PER""}, {""text"": ""Marc Degryse"", ""type"": ""PER""}]",1
"Pirelli is linking with Hong Kong-based group CITIC Pacific in a venture to be called the Wuxi Tong Ling Company Ltd , which will operate in partnership with a local industrial company at its existing factory in Wuxi , Jiangsu province , Shanghai .","[{""text"": ""Jiangsu"", ""type"": ""LOC""}, {""text"": ""Shanghai"", ""type"": ""LOC""}, {""text"": ""Wuxi"", ""type"": ""LOC""}, {""text"": ""Hong Kong"", ""type"": ""MISC""}, {""text"": ""##ITIC Pacific"", ""type"": ""ORG""}, {""text"": ""C"", ""type"": ""ORG""}, {""text"": ""Pirelli"", ""type"": ""ORG""}, {""text"": ""Wuxi Tong Ling Company Ltd"", ""type"": ""ORG""}]",0
SOCCER - UKRAINE BEAT NORTHERN IRELAND IN WORLD CUP QUALIFIER .,"[{""text"": ""##ER"", ""type"": ""LOC""}, {""text"": ""##N IRELAND"", ""type"": ""LOC""}, {""text"": ""NORTH"", ""type"": ""LOC""}, {""text"": ""UKRA"", ""type"": ""MISC""}, {""text"": ""WORLD CUP"", ""type"": ""MISC""}]",0
"During the past four presidential elections , the candidate that has favoured tax cuts has won .",[],1
OAKLAND 65 72 .474 12 1/2,"[{""text"": ""##AKLAND"", ""type"": ""ORG""}, {""text"": ""O"", ""type"": ""ORG""}]",0
( in billions of yen unless specified ),[],1
"In Milwaukee , Marc Newfield homered off Jose Parra ( 5-4 ) leading off the bottom of the 12th as the Brewers rallied for a 5-4 victory over the Minnesota Twins .","[{""text"": ""Milwaukee"", ""type"": ""LOC""}, {""text"": ""Brewers"", ""type"": ""ORG""}, {""text"": ""Minnesota Twins"", ""type"": ""ORG""}, {""text"": ""Jose Parra"", ""type"": ""PER""}, {""text"": ""Marc Newfield"", ""type"": ""PER""}]",1
June 19-23 Second test ( at Lord 's ),"[{""text"": ""Lord ' s"", ""type"": ""LOC""}]",0
Sami Aboudi,"[{""text"": ""Sami Abo"", ""type"": ""PER""}]",0
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"[{""text"": ""LITHUANIA"", ""type"": ""LOC""}, {""text"": ""ROMAN"", ""type"": ""LOC""}, {""text"": ""U"", ""type"": ""MISC""}]",0
Sheffield United 2 0 1 1 4 5 1,"[{""text"": ""Sheffield United"", ""type"": ""ORG""}]",1
BOSTON AT OAKLAND,"[{""text"": ""##AKLAND"", ""type"": ""LOC""}, {""text"": ""O"", ""type"": ""LOC""}, {""text"": ""##OSTON"", ""type"": ""ORG""}, {""text"": ""B"", ""type"": ""ORG""}]",0
""" I still think we 'll see gold at $ 395 by the end of October , in a retracement of the $ 418 - $ 380 move we saw at the start of the year , "" one said .",[],1
10. Mira Kasslin ( Finland ) 37.273,"[{""text"": ""Finland"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Mira Kasslin"", ""type"": ""PER""}]",0
Post-mortem examinations showed they were all caused by methanol poisoning .,[],1
Attacks on servicemen aimed at seizing their guns have become frequent in Russia where the number of violent crimes committed with the use of fire arms is growing .,"[{""text"": ""Russia"", ""type"": ""LOC""}]",1
